month,metro,median_sale_price,price_yoy,homes_sold,median_dom,new_listings,active_listings
2025-01-01,"Houston, TX",325155,1.61,7307,44,10721,41865
2024-12-01,"Houston, TX",335000,1.52,7473,46,10955,41189
2024-11-01,"Houston, TX",330000,1,7348,44,10729,40466
2024-10-01,"Houston, TX",335000,1.82,7396,45,10772,39887
2024-09-01,"Houston, TX",335000,0.91,7256,48,10576,39160
2024-08-01,"Houston, TX",337500,0.14,6907,48,10753,38450
2024-07-01,"Houston, TX",350000,2.94,7024,46,8077,35757
2024-06-01,"Houston, TX",348000,2.05,7108,45,10394,37963
2024-05-01,"Houston, TX",344900,1.47,7055,42,10172,37528
2024-04-01,"Houston, TX",341000,2.71,7232,42,10362,36969
2024-03-01,"Houston, TX",330000,1.54,7195,39,10136,36119
2024-02-01,"Houston, TX",330000,3.13,7232,40,10133,35392
2024-01-01,"Houston, TX",320000,2.2,7272,39,9966,34743
2023-12-01,"Houston, TX",329990,0,6929,37,9837,34237
2023-11-01,"Houston, TX",326725,-0.99,7161,33,10156,33457
2023-10-01,"Houston, TX",329000,-0.3,6976,33,9591,32045
2023-09-01,"Houston, TX",331990,-2.36,7087,34,9756,30875
2023-08-01,"Houston, TX",337020,-0.88,7274,31,9483,29843
2023-07-01,"Houston, TX",340000,-1.45,7202,32,9269,29449
2023-06-01,"Houston, TX",341000,-2.99,7167,35,9363,29515
2023-05-01,"Houston, TX",339900,-2.89,7158,36,9308,29548
2023-04-01,"Houston, TX",332000,-2.64,7173,39,9040,29933
2023-03-01,"Houston, TX",325000,-1.52,7183,40,9322,30743
2023-02-01,"Houston, TX",319990,-1.54,7211,38,9113,31304
2023-01-01,"Houston, TX",313125,1.66,7068,37,9275,31825
2022-12-01,"Houston, TX",330000,3.88,7175,34,9447,31786
2022-11-01,"Houston, TX",330000,6.19,7165,30,9314,31218
2022-10-01,"Houston, TX",329990,8.19,7649,27,9572,30853
2022-09-01,"Houston, TX",340000,13.33,7848,26,9911,30683
2022-08-01,"Houston, TX",340000,10.78,7742,21,9737,30086
2022-07-01,"Houston, TX",345000,12.38,7984,16,10242,29009
2022-06-01,"Houston, TX",351500,13.03,8373,16,10339,27477
2022-05-01,"Houston, TX",350000,16.67,8630,14,10314,25980
2022-04-01,"Houston, TX",341000,16.07,8764,13,10476,24988
2022-03-01,"Houston, TX",330000,14.58,9092,14,10338,24833
2022-02-01,"Houston, TX",325000,18.22,9229,15,10462,25387
2022-01-01,"Houston, TX",308000,18.36,9711,16,10669,25783
2021-12-01,"Houston, TX",317682,17.32,9445,16,10621,25719
2021-11-01,"Houston, TX",310750,15.74,9704,18,10807,26183
2021-10-01,"Houston, TX",305000,15.09,9503,17,10735,26460
2021-09-01,"Houston, TX",300000,14.94,9497,15,10540,26663
2021-08-01,"Houston, TX",306919,15.82,9690,15,10928,26758
2021-07-01,"Houston, TX",307000,13.7,9524,14,10721,25946
2021-06-01,"Houston, TX",310970,19.15,9648,13,10754,25053
2021-05-01,"Houston, TX",300000,20.48,9498,16,10525,24639
2021-04-01,"Houston, TX",293780,16.58,9479,18,10460,25266
2021-03-01,"Houston, TX",288000,15.43,9394,20,10271,25868
2021-02-01,"Houston, TX",274900,12.2,7794,22,8670,26544
2021-01-01,"Houston, TX",260219,11.2,9527,22,10253,27966
2020-12-01,"Houston, TX",270775,7.45,9417,22,10511,28604
2020-11-01,"Houston, TX",268500,10.95,9306,24,10175,28814
2020-10-01,"Houston, TX",265000,10.46,9429,26,10305,29185
2020-09-01,"Houston, TX",261000,7.41,9154,31,10227,29383
2020-08-01,"Houston, TX",265000,6.43,8748,35,9913,29947
2020-07-01,"Houston, TX",270000,8.04,9059,47,9866,31151
2020-06-01,"Houston, TX",261000,3.57,8409,56,9599,32921
2020-05-01,"Houston, TX",249000,-0.36,6137,53,9554,34672
2020-04-01,"Houston, TX",251999,2.86,6078,42,7028,33814
2020-03-01,"Houston, TX",249500,3.96,7900,43,9664,36434
2020-02-01,"Houston, TX",245000,6.52,7907,45,9898,36488
2020-01-01,"Houston, TX",234000,4.93,7663,46,9710,35952
2019-12-01,"Houston, TX",252000,5,7929,45,9554,35699
2019-11-01,"Houston, TX",242000,2.98,7660,43,9671,35830
2019-10-01,"Houston, TX",239900,2.96,7545,44,9554,36201
2019-09-01,"Houston, TX",243000,5.65,7523,46,9548,36454
2019-08-01,"Houston, TX",249000,5.06,7743,45,9654,36848
2019-07-01,"Houston, TX",249900,3.26,7559,44,9594,37254
2019-06-01,"Houston, TX",252000,4.13,7534,44,9785,37654
2019-05-01,"Houston, TX",249900,3.69,7492,45,9764,37635
2019-04-01,"Houston, TX",245000,2.13,7517,46,9754,37407
2019-03-01,"Houston, TX",240000,3.65,7479,46,9753,37013
2019-02-01,"Houston, TX",230000,2.22,7296,44,9560,36835
2019-01-01,"Houston, TX",223000,2.77,7010,42,9686,36497
2026-05-01,"Indianapolis, IN",324001,2.53,3012,32,3087,9675
2026-04-01,"Indianapolis, IN",315000,1.61,2732,32,3296,9817
2026-03-01,"Indianapolis, IN",310000,2.31,2588,45,3139,9657
2026-02-01,"Indianapolis, IN",300000,0.69,2623,31,3030,9626
2026-01-01,"Indianapolis, IN",300000,2.04,2538,30,2868,9594
2025-12-01,"Indianapolis, IN",310000,1.64,2661,29,2749,9552
2025-11-01,"Indianapolis, IN",310000,1.81,2638,30,3000,9640
2025-10-01,"Indianapolis, IN",310000,3.68,2654,26,3089,9524
2025-09-01,"Indianapolis, IN",312000,4,2482,31,3030,9455
2025-08-01,"Indianapolis, IN",318000,1.92,2670,29,3024,9335
2025-07-01,"Indianapolis, IN",325000,7.26,2486,27,2882,9287
2025-06-01,"Indianapolis, IN",325000,1.56,2585,27,2923,9156
2025-05-01,"Indianapolis, IN",316000,0.16,2642,27,3135,9082
2025-04-01,"Indianapolis, IN",310000,3.33,2735,27,3015,8806
2025-03-01,"Indianapolis, IN",303000,2.71,2728,25,3106,8778
2025-02-01,"Indianapolis, IN",297948,5.28,2677,24,3052,8643
2025-01-01,"Indianapolis, IN",294000,5.38,2570,24,2948,8483
2024-12-01,"Indianapolis, IN",305000,8.97,2592,24,2949,8349
2024-11-01,"Indianapolis, IN",304500,5.04,2523,23,2822,8192
2024-10-01,"Indianapolis, IN",299000,3.1,2542,23,2906,8161
2024-09-01,"Indianapolis, IN",300000,0.03,2577,22,2831,7984
2024-08-01,"Indianapolis, IN",312000,4.03,2370,23,2786,7916
2024-07-01,"Indianapolis, IN",303000,1,2489,22,2772,7747
2024-06-01,"Indianapolis, IN",320000,6.67,2447,23,2697,7677
2024-05-01,"Indianapolis, IN",315500,5.17,2472,22,2746,7551
2024-04-01,"Indianapolis, IN",300000,3.48,2601,21,2670,7426
2024-03-01,"Indianapolis, IN",295000,7.27,2716,21,2808,7408
2024-02-01,"Indianapolis, IN",283000,2.91,2683,21,2878,7325
2024-01-01,"Indianapolis, IN",279000,1.45,2589,21,2784,7218
2023-12-01,"Indianapolis, IN",279900,-0.04,2372,21,2802,7219
2023-11-01,"Indianapolis, IN",289900,5.42,2451,19,2867,7059
2023-10-01,"Indianapolis, IN",290000,3.57,2327,18,2652,6856
2023-09-01,"Indianapolis, IN",299900,5.23,2430,16,2763,6876
2023-08-01,"Indianapolis, IN",299900,6.73,2488,15,2729,6731
2023-07-01,"Indianapolis, IN",300000,3.09,2548,16,2627,6699
2023-06-01,"Indianapolis, IN",300000,0.5,2478,14,2732,6765
2023-05-01,"Indianapolis, IN",300000,4.3,2620,13,2578,6792
2023-04-01,"Indianapolis, IN",289900,6.58,2714,18,2529,6908
2023-03-01,"Indianapolis, IN",275000,3.77,2800,20,2665,7032
2023-02-01,"Indianapolis, IN",275000,10,2735,19,2860,7182
2023-01-01,"Indianapolis, IN",275000,12.75,2615,18,2921,7229
2022-12-01,"Indianapolis, IN",280000,9.97,2675,17,3053,7222
2022-11-01,"Indianapolis, IN",275000,9.19,2781,17,2852,7126
2022-10-01,"Indianapolis, IN",280000,11.11,2853,14,2842,7173
2022-09-01,"Indianapolis, IN",285000,12.76,2966,14,2941,7117
2022-08-01,"Indianapolis, IN",281000,12.4,3002,10,3039,7107
2022-07-01,"Indianapolis, IN",291000,13.01,3008,9,3334,7114
2022-06-01,"Indianapolis, IN",298500,19.4,3115,8,3501,6952
2022-05-01,"Indianapolis, IN",287625,14.14,3132,8,3281,6711
2022-04-01,"Indianapolis, IN",272000,15.43,3112,5,3196,6519
2022-03-01,"Indianapolis, IN",265000,17.78,3014,5,3031,6408
2022-02-01,"Indianapolis, IN",250000,13.17,3317,4,3065,6257
2022-01-01,"Indianapolis, IN",243900,16.14,3763,6,3381,6246
2021-12-01,"Indianapolis, IN",254625,15.74,3586,6,3424,6037
2021-11-01,"Indianapolis, IN",251863,12.94,3708,6,3588,6125
2021-10-01,"Indianapolis, IN",252000,14.55,3497,6,3551,6075
2021-09-01,"Indianapolis, IN",252750,12.33,3536,7,3196,5928
2021-08-01,"Indianapolis, IN",250000,10.62,3397,6,3360,6115
2021-07-01,"Indianapolis, IN",257500,14.44,3334,7,3334,6012
2021-06-01,"Indianapolis, IN",250000,14.68,3278,8,3230,5985
2021-05-01,"Indianapolis, IN",252000,17.92,3249,8,2984,6019
2021-04-01,"Indianapolis, IN",235632,12.21,3119,7,3096,6105
2021-03-01,"Indianapolis, IN",225000,8.43,3032,7,2848,6051
2021-02-01,"Indianapolis, IN",220914,16.33,3311,8,2701,6138
2021-01-01,"Indianapolis, IN",210000,16.68,3483,8,3174,6431
2020-12-01,"Indianapolis, IN",220000,12.82,3665,10,3418,6514
2020-11-01,"Indianapolis, IN",223000,19.96,3624,8,3333,6564
2020-10-01,"Indianapolis, IN",220000,15.79,3672,9,3335,6702
2020-09-01,"Indianapolis, IN",225000,18.48,3530,10,3533,6971
2020-08-01,"Indianapolis, IN",226000,14.14,3393,10,3117,6908
2020-07-01,"Indianapolis, IN",225000,12.56,3321,14,3046,7185
2020-06-01,"Indianapolis, IN",218000,9.82,2884,19,2800,7452
2020-05-01,"Indianapolis, IN",213700,9.65,2599,19,2936,7779
2020-04-01,"Indianapolis, IN",210000,13.21,2787,16,2188,7365
2020-03-01,"Indianapolis, IN",207500,14.01,3207,20,3221,8340
2020-02-01,"Indianapolis, IN",189901,9.2,3115,21,3195,8544
2020-01-01,"Indianapolis, IN",179980,7.93,2988,22,3163,8585
2019-12-01,"Indianapolis, IN",195000,10.64,3040,21,2928,8720
2019-11-01,"Indianapolis, IN",185900,5.03,3020,20,3057,8916
2019-10-01,"Indianapolis, IN",190000,9.51,3061,20,3216,9077
2019-09-01,"Indianapolis, IN",189900,5.79,2967,20,3205,9124
2019-08-01,"Indianapolis, IN",198000,11.55,3049,20,3167,9236
2019-07-01,"Indianapolis, IN",199900,10.44,3035,20,3205,9285
2019-06-01,"Indianapolis, IN",198500,6.15,3117,19,3124,9325
2019-05-01,"Indianapolis, IN",194900,5.35,3077,19,3352,9422
2019-04-01,"Indianapolis, IN",185500,6,3037,23,3189,9225
2019-03-01,"Indianapolis, IN",182000,5.2,2995,26,3134,9226
2019-02-01,"Indianapolis, IN",173900,4.19,2909,25,3117,9298
2019-01-01,"Indianapolis, IN",166750,6.21,2757,24,3028,9383
2026-05-01,"Jacksonville, FL",388801,6.23,2334,69,2973,12672
2026-04-01,"Jacksonville, FL",372250,0,2367,69,2900,12618
2026-03-01,"Jacksonville, FL",372500,2.36,2272,74,2914,12717
2026-02-01,"Jacksonville, FL",365000,-1.32,2401,71,2903,12897
2026-01-01,"Jacksonville, FL",355000,-0.21,2256,74,2948,12944
2025-12-01,"Jacksonville, FL",370600,-2.47,2385,75,2805,13064
2025-11-01,"Jacksonville, FL",360000,-4.66,2321,76,2880,13516
2025-10-01,"Jacksonville, FL",360000,-4,2346,82,2920,13737
2025-09-01,"Jacksonville, FL",365000,-0.54,2341,81,2925,14046
2025-08-01,"Jacksonville, FL",370000,0.82,2251,82,2999,14409
2025-07-01,"Jacksonville, FL",373990,-2.86,2256,80,2891,14653
2025-06-01,"Jacksonville, FL",372690,-3.2,2289,77,3028,15053
2025-05-01,"Jacksonville, FL",366013,-4.75,2294,75,3065,15338
2025-04-01,"Jacksonville, FL",372250,-2.74,2262,71,3161,15330
2025-03-01,"Jacksonville, FL",363900,-2.96,2337,66,3175,15099
2025-02-01,"Jacksonville, FL",369900,-0.36,2163,65,3206,14638
2025-01-01,"Jacksonville, FL",355745,-1.18,2262,69,3237,14079
2024-12-01,"Jacksonville, FL",379994,1.33,2466,66,3175,13818
2024-11-01,"Jacksonville, FL",377589,0.16,2296,69,3267,13847
2024-10-01,"Jacksonville, FL",375000,3.31,2254,65,3130,13447
2024-09-01,"Jacksonville, FL",366984,1.41,2306,66,3174,13379
2024-08-01,"Jacksonville, FL",366990,-0.79,2346,69,3123,13393
2024-07-01,"Jacksonville, FL",385000,1.85,2354,68,3260,13671
2024-06-01,"Jacksonville, FL",384995,3.42,2338,66,3188,13440
2024-05-01,"Jacksonville, FL",384250,3.87,2346,62,3187,13277
2024-04-01,"Jacksonville, FL",382750,8.46,2372,61,3202,13019
2024-03-01,"Jacksonville, FL",375000,8.7,2445,59,3138,12572
2024-02-01,"Jacksonville, FL",371240,7.35,2319,61,3150,12244
2024-01-01,"Jacksonville, FL",359990,3.45,2145,58,3092,11748
2023-12-01,"Jacksonville, FL",375000,5.2,2075,50,3056,11083
2023-11-01,"Jacksonville, FL",376995,5.99,2217,49,2989,10544
2023-10-01,"Jacksonville, FL",362990,-0.55,2325,46,2942,10215
2023-09-01,"Jacksonville, FL",361885,0.8,2399,46,2999,10022
2023-08-01,"Jacksonville, FL",369900,-0.99,2373,45,2925,9659
2023-07-01,"Jacksonville, FL",377990,-0.63,2423,45,2878,9635
2023-06-01,"Jacksonville, FL",372250,-2.3,2394,46,2826,9376
2023-05-01,"Jacksonville, FL",369945,-1.35,2472,51,2818,9443
2023-04-01,"Jacksonville, FL",352900,-3.32,2544,60,2766,9790
2023-03-01,"Jacksonville, FL",345000,-2.82,2613,58,2817,10210
2023-02-01,"Jacksonville, FL",345820,1.71,2574,59,2764,10600
2023-01-01,"Jacksonville, FL",348000,5.45,2382,48,2731,11066
2022-12-01,"Jacksonville, FL",356460,8.18,2234,50,2753,11181
2022-11-01,"Jacksonville, FL",355692,7.62,2315,46,2726,11063
2022-10-01,"Jacksonville, FL",365000,14.42,2813,41,2862,10974
2022-09-01,"Jacksonville, FL",359000,12.19,2178,37,2729,10657
2022-08-01,"Jacksonville, FL",373600,18.72,2476,35,3314,10633
2022-07-01,"Jacksonville, FL",380392,20.76,2497,29,3395,10132
2022-06-01,"Jacksonville, FL",381000,22.79,2811,27,3603,9575
2022-05-01,"Jacksonville, FL",375000,25.84,2826,26,3533,8668
2022-04-01,"Jacksonville, FL",365000,22.69,2899,24,3449,8023
2022-03-01,"Jacksonville, FL",355000,24.67,3025,24,3344,7917
2022-02-01,"Jacksonville, FL",340000,25.93,3188,24,3439,8260
2022-01-01,"Jacksonville, FL",330000,24.53,3604,27,3418,8845
2021-12-01,"Jacksonville, FL",329500,19.82,3440,27,3688,9283
2021-11-01,"Jacksonville, FL",330500,21.05,3675,29,3601,9536
2021-10-01,"Jacksonville, FL",319000,16.87,3644,28,3572,9901
2021-09-01,"Jacksonville, FL",320000,20.08,3356,29,3705,9864
2021-08-01,"Jacksonville, FL",314700,16.77,3303,28,3691,9612
2021-07-01,"Jacksonville, FL",315000,14.96,3247,27,3691,9089
2021-06-01,"Jacksonville, FL",310275,17.98,3123,28,3521,8710
2021-05-01,"Jacksonville, FL",298000,16.86,3333,29,3613,8845
2021-04-01,"Jacksonville, FL",297500,15.76,3253,31,3584,8874
2021-03-01,"Jacksonville, FL",284750,13.9,3199,32,3456,8708
2021-02-01,"Jacksonville, FL",270000,8.88,3363,32,3428,8987
2021-01-01,"Jacksonville, FL",265000,10.42,3490,35,3402,9352
2020-12-01,"Jacksonville, FL",275000,12.17,3357,38,3404,9552
2020-11-01,"Jacksonville, FL",273032,13.76,3422,38,3337,9823
2020-10-01,"Jacksonville, FL",272950,11.86,3558,43,3382,10123
2020-09-01,"Jacksonville, FL",266500,8.78,3474,47,3269,10257
2020-08-01,"Jacksonville, FL",269500,8.92,3240,47,3289,10614
2020-07-01,"Jacksonville, FL",274000,9.62,3417,57,3165,10993
2020-06-01,"Jacksonville, FL",263000,5.2,2627,60,3207,11494
2020-05-01,"Jacksonville, FL",255000,6.25,2084,53,3041,11520
2020-04-01,"Jacksonville, FL",256990,8.95,2351,49,2496,11369
2020-03-01,"Jacksonville, FL",250000,5.71,2686,51,3286,12138
2020-02-01,"Jacksonville, FL",247990,5.98,2808,53,3123,11907
2020-01-01,"Jacksonville, FL",240000,11.63,2664,55,3189,11823
2019-12-01,"Jacksonville, FL",245164,3.88,2836,53,3127,11847
2019-11-01,"Jacksonville, FL",240000,4.35,2672,53,3089,11973
2019-10-01,"Jacksonville, FL",244000,8.59,2639,51,3211,12061
2019-09-01,"Jacksonville, FL",245000,7.93,2781,52,3037,11742
2019-08-01,"Jacksonville, FL",247429,7.58,2800,50,3096,12038
2019-07-01,"Jacksonville, FL",249948,4.64,2716,52,3156,12411
2019-06-01,"Jacksonville, FL",250000,3.09,2734,53,3104,12607
2019-05-01,"Jacksonville, FL",240000,2.13,2837,52,3232,12848
2019-04-01,"Jacksonville, FL",235876,3.86,2780,50,3162,12927
2019-03-01,"Jacksonville, FL",236500,0.23,2489,53,3157,12994
2019-02-01,"Jacksonville, FL",234000,4,2590,55,3203,12798
2019-01-01,"Jacksonville, FL",215000,1.06,2438,52,3184,12579
2026-05-01,"Kansas City, MO",363878,3.97,2670,24,3025,8736
2026-04-01,"Kansas City, MO",352000,7.01,2670,25,3084,8837
2026-03-01,"Kansas City, MO",345000,6.16,2711,26,3076,8846
2026-02-01,"Kansas City, MO",338500,4.15,2771,29,3249,8980
2026-01-01,"Kansas City, MO",330000,4.76,2666,28,3072,8967
2025-12-01,"Kansas City, MO",337500,3.56,2677,27,2942,8984
2025-11-01,"Kansas City, MO",343496,4.41,2642,26,3143,9234
2025-10-01,"Kansas City, MO",350000,7.69,2613,26,3197,9135
2025-09-01,"Kansas City, MO",349900,6.03,2665,26,3047,9015
2025-08-01,"Kansas City, MO",349975,6.38,2608,29,3007,9051
2025-07-01,"Kansas City, MO",355000,6.29,2558,24,2845,9012
2025-06-01,"Kansas City, MO",359900,2.83,2608,23,3057,9094
2025-05-01,"Kansas City, MO",350000,3.24,2618,23,3232,9076
2025-04-01,"Kansas City, MO",328950,1.22,2624,25,2969,8663
2025-03-01,"Kansas City, MO",324995,5.86,2563,31,2940,8755
2025-02-01,"Kansas City, MO",325000,6.56,2516,31,2819,8781
2025-01-01,"Kansas City, MO",315000,8.25,2523,28,2712,8702
2024-12-01,"Kansas City, MO",325900,8.63,2638,30,2937,8945
2024-11-01,"Kansas City, MO",329000,5.45,2588,28,2910,8818
2024-10-01,"Kansas City, MO",325000,3.17,2563,31,2964,8872
2024-09-01,"Kansas City, MO",330000,4.76,2427,31,3039,8832
2024-08-01,"Kansas City, MO",329000,-0.29,2505,29,2848,8619
2024-07-01,"Kansas City, MO",334000,2.77,2511,33,2887,8576
2024-06-01,"Kansas City, MO",350000,4.51,2454,36,2795,8579
2024-05-01,"Kansas City, MO",339000,2.82,2442,33,2779,8540
2024-04-01,"Kansas City, MO",325000,6.56,2522,30,2870,8663
2024-03-01,"Kansas City, MO",307000,4.07,2517,27,3095,8769
2024-02-01,"Kansas City, MO",305000,8.93,2448,26,3005,8501
2024-01-01,"Kansas City, MO",291000,5.82,2427,26,2884,8224
2023-12-01,"Kansas City, MO",300000,3.48,2377,24,2963,8116
2023-11-01,"Kansas City, MO",312000,7.6,2445,26,2943,7830
2023-10-01,"Kansas City, MO",315000,5,2399,24,2760,7549
2023-09-01,"Kansas City, MO",315000,5,2421,23,2855,7448
2023-08-01,"Kansas City, MO",329950,7.48,2418,25,2745,7176
2023-07-01,"Kansas City, MO",325000,3.17,2437,25,2745,7161
2023-06-01,"Kansas City, MO",334900,2.89,2467,23,2643,7186
2023-05-01,"Kansas City, MO",329700,3.03,2484,25,2745,7379
2023-04-01,"Kansas City, MO",305000,1.56,2496,26,2678,7646
2023-03-01,"Kansas City, MO",295000,0,2438,23,2606,7811
2023-02-01,"Kansas City, MO",280000,2.56,2694,25,2715,8153
2023-01-01,"Kansas City, MO",275000,2.52,2542,25,3084,8460
2022-12-01,"Kansas City, MO",289900,5.42,2525,26,2787,8181
2022-11-01,"Kansas City, MO",289950,7.39,2622,25,2713,8038
2022-10-01,"Kansas City, MO",300000,11.11,2765,22,2867,7993
2022-09-01,"Kansas City, MO",300000,10.29,2814,21,2962,8091
2022-08-01,"Kansas City, MO",307000,11.64,2861,18,3145,8242
2022-07-01,"Kansas City, MO",315000,10.53,2932,17,3377,8300
2022-06-01,"Kansas City, MO",325500,15.2,3002,17,3533,8209
2022-05-01,"Kansas City, MO",320000,14.29,3068,16,3374,7917
2022-04-01,"Kansas City, MO",300325,11.27,3122,15,3379,8050
2022-03-01,"Kansas City, MO",295000,11.74,3187,13,3379,7982
2022-02-01,"Kansas City, MO",273000,8.76,3167,13,3601,7988
2022-01-01,"Kansas City, MO",268250,9.49,3427,14,3381,7919
2021-12-01,"Kansas City, MO",275000,12.24,3421,15,3728,7973
2021-11-01,"Kansas City, MO",270000,8,3486,15,3618,8107
2021-10-01,"Kansas City, MO",270000,6.93,3410,17,3627,8388
2021-09-01,"Kansas City, MO",272000,4.62,3498,17,3544,8614
2021-08-01,"Kansas City, MO",275000,7.84,3451,15,3795,8782
2021-07-01,"Kansas City, MO",285000,10.89,3387,15,3789,8710
2021-06-01,"Kansas City, MO",282550,12.12,3473,14,3726,8402
2021-05-01,"Kansas City, MO",280000,16.72,3417,14,3672,8444
2021-04-01,"Kansas City, MO",269900,13.97,3379,14,3619,8418
2021-03-01,"Kansas City, MO",264000,11.63,3255,16,3590,8365
2021-02-01,"Kansas City, MO",251000,14.09,3435,15,3333,8246
2021-01-01,"Kansas City, MO",245000,13.95,3568,15,3766,8591
2020-12-01,"Kansas City, MO",245000,10.73,3514,15,4155,8455
2020-11-01,"Kansas City, MO",250000,13.64,3493,15,3872,8442
2020-10-01,"Kansas City, MO",252500,16.9,3502,14,4133,8481
2020-09-01,"Kansas City, MO",260000,20.93,3484,16,3817,8227
2020-08-01,"Kansas City, MO",255000,11.35,3307,17,3769,8355
2020-07-01,"Kansas City, MO",257000,10.78,3359,21,3589,8323
2020-06-01,"Kansas City, MO",252000,7.23,3107,26,3320,8523
2020-05-01,"Kansas City, MO",239900,1.98,2669,29,3191,8643
2020-04-01,"Kansas City, MO",236813,4.55,3050,25,2401,8472
2020-03-01,"Kansas City, MO",236500,8.99,3209,28,3324,10029
2020-02-01,"Kansas City, MO",220000,10,3142,31,3304,10105
2020-01-01,"Kansas City, MO",215000,2.38,2990,33,3344,10121
2019-12-01,"Kansas City, MO",221250,7.93,3156,32,3142,10304
2019-11-01,"Kansas City, MO",220000,4.76,2997,30,3433,10425
2019-10-01,"Kansas City, MO",216000,2.86,3015,31,3433,10502
2019-09-01,"Kansas City, MO",215000,5.91,2968,30,3585,10544
2019-08-01,"Kansas City, MO",229000,10.36,3101,31,3519,10454
2019-07-01,"Kansas City, MO",232000,6.66,3009,30,3494,10549
2019-06-01,"Kansas City, MO",235000,6.33,3101,30,3477,10544
2019-05-01,"Kansas City, MO",235250,6.93,3013,29,3583,10767
2019-04-01,"Kansas City, MO",226500,7.86,2982,35,3645,10840
2019-03-01,"Kansas City, MO",217000,4.83,2914,36,3273,10690
2019-02-01,"Kansas City, MO",200000,2.77,2991,34,3103,10888
2019-01-01,"Kansas City, MO",210000,7.97,2932,34,3405,11141
2026-05-01,"Knoxville, TN",408740,3.28,1165,67,1394,5824
2026-04-01,"Knoxville, TN",395900,0.23,1138,67,1422,5708
2026-03-01,"Knoxville, TN",391000,1.03,1024,67,1403,5593
2026-02-01,"Knoxville, TN",389000,-0.23,1177,67,1299,5521
2026-01-01,"Knoxville, TN",380000,2.09,1188,66,1385,5616
2025-12-01,"Knoxville, TN",380450,-1.18,1168,64,1323,5637
2025-11-01,"Knoxville, TN",385000,-1.53,1135,66,1352,5699
2025-10-01,"Knoxville, TN",388900,-2.29,1001,65,1417,5610
2025-09-01,"Knoxville, TN",397400,1.9,1049,64,1318,5434
2025-08-01,"Knoxville, TN",389200,0.57,1164,66,1339,5538
2025-07-01,"Knoxville, TN",392375,0.61,1115,64,1353,5578
2025-06-01,"Knoxville, TN",402000,3.08,1112,62,1310,5552
2025-05-01,"Knoxville, TN",395750,4.17,1065,58,1387,5561
2025-04-01,"Knoxville, TN",395000,6.33,1089,61,1465,5529
2025-03-01,"Knoxville, TN",387000,4.59,1202,57,1472,5392
2025-02-01,"Knoxville, TN",389900,5.52,1061,60,1395,5207
2025-01-01,"Knoxville, TN",372220,-0.74,1047,57,1348,5037
2024-12-01,"Knoxville, TN",385000,5.24,1079,58,1337,4953
2024-11-01,"Knoxville, TN",391000,8.95,1094,58,1366,4856
2024-10-01,"Knoxville, TN",398000,10.59,1116,57,1284,4752
2024-09-01,"Knoxville, TN",390000,7.51,1032,57,1325,4676
2024-08-01,"Knoxville, TN",387000,5.02,1057,54,1285,4588
2024-07-01,"Knoxville, TN",390000,5.41,1030,56,1322,4484
2024-06-01,"Knoxville, TN",390000,4,1030,56,1252,4393
2024-05-01,"Knoxville, TN",379900,2.7,1103,57,1232,4462
2024-04-01,"Knoxville, TN",371500,6.14,1105,54,1209,4477
2024-03-01,"Knoxville, TN",370000,5.74,1155,58,1241,4582
2024-02-01,"Knoxville, TN",369500,9.77,1066,58,1304,4566
2024-01-01,"Knoxville, TN",375000,13.64,1051,54,1172,4431
2023-12-01,"Knoxville, TN",365814,11.11,946,52,1359,4377
2023-11-01,"Knoxville, TN",358895,8.76,1031,48,1313,4148
2023-10-01,"Knoxville, TN",359900,12.47,1020,48,1287,3945
2023-09-01,"Knoxville, TN",362750,10.59,953,47,1259,3766
2023-08-01,"Knoxville, TN",368500,5.74,944,49,1115,3529
2023-07-01,"Knoxville, TN",370000,10.45,957,48,1102,3446
2023-06-01,"Knoxville, TN",375000,6.84,959,47,1104,3400
2023-05-01,"Knoxville, TN",369900,8.79,1027,49,1054,3387
2023-04-01,"Knoxville, TN",350000,6.06,1002,48,1022,3484
2023-03-01,"Knoxville, TN",349900,9.34,1024,50,1042,3616
2023-02-01,"Knoxville, TN",336600,10.36,1023,46,1096,3750
2023-01-01,"Knoxville, TN",330000,10,1061,50,1236,3859
2022-12-01,"Knoxville, TN",329250,9.02,1078,48,1125,3749
2022-11-01,"Knoxville, TN",330000,10,1051,48,1194,3803
2022-10-01,"Knoxville, TN",320000,11.11,1143,48,1155,3856
2022-09-01,"Knoxville, TN",328000,13.1,1193,48,1246,3967
2022-08-01,"Knoxville, TN",348500,20.21,1180,45,1309,4011
2022-07-01,"Knoxville, TN",335000,13.56,1213,44,1353,4048
2022-06-01,"Knoxville, TN",351000,23.16,1168,42,1548,3960
2022-05-01,"Knoxville, TN",340000,25.93,1177,42,1395,3713
2022-04-01,"Knoxville, TN",330000,20.88,1208,42,1342,3665
2022-03-01,"Knoxville, TN",320000,23.08,1190,38,1354,3594
2022-02-01,"Knoxville, TN",305000,22,1282,36,1353,3610
2022-01-01,"Knoxville, TN",300000,20.05,1474,40,1276,3739
2021-12-01,"Knoxville, TN",302000,20.85,1387,43,1380,3834
2021-11-01,"Knoxville, TN",300000,20.22,1518,44,1374,3970
2021-10-01,"Knoxville, TN",288000,12.96,1422,45,1361,4103
2021-09-01,"Knoxville, TN",290000,17.55,1380,45,1438,4215
2021-08-01,"Knoxville, TN",289900,16.29,1324,45,1494,4155
